成果発生日時,広告クリック日時,サイト名,プロモーション名,成果承認日,成果状態,承認期限日,端末タイプ,注文金額,報酬額,リファラ,任意パラメータ,成果詳細コード
2019-09-05 13:14:29,2019-09-05 13:04:06,ブランダー　お得なブランド品検索サイト,楽天市場の商品購入 / 楽天株式会社,,未承認,2019-11-25,スマートフォン,\14900,\1000,,jacos0000000003,2583992873
