"クリック日","注文日","処理日","注文ID","広告主","プログラム","注文個数","注文金額","報酬金額(税抜)","消費税","報酬金額(税込)","ステータス","承認期限","リファラー"
"2019/11/06 20:18","2019/11/06 20:31","－","801835884","Yahoo!ショッピング(ヤフー ショッピング)","Yahoo!ショッピング(ヤフーショッピング)通常プログラム","1","2752","26","3","29","保留","39","https://jafa.dev.jacos.jp/?tracking_id=nonmenber"
