成果発生日時,広告クリック日時,サイト名,プロモーション名,成果承認日,成果状態,承認期限日,端末タイプ,注文金額,報酬額,リファラ,任意パラメータ
4/17/2019 21:38,4/17/2019 21:30,ブランダー　お得なブランド品検索サイト,楽天市場の商品購入 / 楽天株式会社,6/18/2019 15:43,承認,,PC,\5590,\167,,seino0000000001
